System/Element;PNO-LCCSD(T)-F12b
tm_ag_17_I;-295.438806052
;
tm_ag_18;-1028.261173110
tm_ag_18_H;-0.499946081761
tm_ag_18_B;-24.601547557
tm_ag_18_C;-37.788242434
tm_ag_18_O;-75.002285727
tm_ag_18_Ag;-146.954597061
;
tm_ag_19;-613.733801110
tm_ag_19_H;-0.499946081761
tm_ag_19_C;-37.788282953
tm_ag_19_N;-54.527934186
tm_ag_19_O;-75.002349792
tm_ag_19_Ag;-146.955085817
;
tm_ag_20;-873.265932300
tm_ag_20_H;-0.499946081761
tm_ag_20_C;-37.788283149
tm_ag_20_N;-54.527934415
tm_ag_20_O;-75.002350103
tm_ag_20_Ag;-146.955088186
;
tm_ag_21;-656.506058980
tm_ag_21_H;-0.499946081761
tm_ag_21_B;-24.601563267
tm_ag_21_C;-37.788267027
tm_ag_21_N;-54.527915590
tm_ag_21_O;-75.002324611
tm_ag_21_Ag;-146.954893712
;
tm_ag_22;-659.671568400
tm_ag_22_H;-0.499946081761
tm_ag_22_B;-24.601567228
tm_ag_22_C;-37.788273228
tm_ag_22_F;-99.665070437
tm_ag_22_Ag;-146.954968505
;
tm_ag_23;-469.780469870
tm_ag_23_H;-0.499946081761
tm_ag_23_C;-37.788252511
tm_ag_23_N;-54.527898641
tm_ag_23_O;-75.002301659
tm_ag_23_Ag;-146.954718611
;
tm_ag_24;-3630.780797730
tm_ag_24_H;-0.499946081761
tm_ag_24_C;-37.788262595
tm_ag_24_S;-397.672809215
tm_ag_24_Ag;-146.954840253
;
tm_ag_25;-724.873646960
tm_ag_25_H;-0.499946081761
tm_ag_25_C;-37.788232428
tm_ag_25_O;-75.002269905
tm_ag_25_Ag;-146.954476356
;
tm_ag_26;-740.632620720
tm_ag_26_H;-0.499946081761
tm_ag_26_C;-37.788226437
tm_ag_26_N;-54.527868196
tm_ag_26_O;-75.002260434
tm_ag_26_Ag;-146.954404099
;
tm_ag_27;-469.836847110
tm_ag_27_H;-0.499946081761
tm_ag_27_B_cation;-24.298293960
tm_ag_27_B;-24.601553649
tm_ag_27_N;-54.527898009
tm_ag_27_Ag;-146.954712084
;
tm_ag_28;-609.259445890
tm_ag_28_H;-0.499946081761
tm_ag_28_C_cation;-37.375901103
tm_ag_28_C;-37.788245963
tm_ag_28_O;-75.002291306
tm_ag_28_Ag;-146.954639625
;
tm_ag_29;-645.125435450
tm_ag_29_B_cation;-24.298293960
tm_ag_29_B;-24.601558791
tm_ag_29_F;-99.665044177
tm_ag_29_Ag;-146.954809195
;
tm_ag_30;-582.486928280
tm_ag_30_C;-37.788291610
tm_ag_30_S_cation;-397.293234609
tm_ag_30_Ag;-146.955190249
;
tm_ag_31;-1517.726794360
tm_ag_31_H;-0.499946081761
tm_ag_31_P_cation;-340.443400166
tm_ag_31_P;-340.829911500
tm_ag_31_Ag;-146.954917223
;
tm_ag_32;-280.525224020
tm_ag_32_H;-0.499946081761
tm_ag_32_C_cation;-37.375912780
tm_ag_32_C;-37.788267214
tm_ag_32_N;-54.527915809
tm_ag_32_Ag;-146.954895971
;
tm_ag_33;-1068.783983910
tm_ag_33_H;-0.499946081761
tm_ag_33_C_cation;-37.375893075
tm_ag_33_C;-37.788231351
tm_ag_33_O;-75.002268204
tm_ag_33_Ag;-146.954463375
;
tm_ag_34;-1938.288091240
tm_ag_34_H;-0.499946081761
tm_ag_34_C;-37.788288857
tm_ag_34_N;-54.527941080
tm_ag_34_O;-75.002359127
tm_ag_34_F;-99.665101512
tm_ag_34_S_cation;-397.293229905
tm_ag_34_Cl;-459.703447146
tm_ag_34_Ag;-146.955157035
;
tm_ag_35;-332.527877070
tm_ag_35_H;-0.499946081761
tm_ag_35_N;-54.527921571
tm_ag_35_O;-75.002332710
tm_ag_35_Ag;-146.954955500
;
tm_cd_1;-1202.347165680
tm_cd_1_H;-0.499946081761
tm_cd_1_C;-37.788229789
tm_cd_1_O_anion;-75.055624573
tm_cd_1_O;-75.002265733
tm_cd_1_Cd;-167.806976333
;
tm_cd_2;-169.559239090
tm_cd_2_H_anion;-0.513804220
tm_cd_2_H;-0.499946081761
tm_cd_2_Cd;-167.807947631
;
tm_cd_3;-318.737909090
tm_cd_3_H;-0.499946081761
tm_cd_3_O_anion;-75.055800658
tm_cd_3_O;-75.002336816
tm_cd_3_Cd;-167.807547238
;
tm_cd_4;-1902.133754780
tm_cd_4_H;-0.499946081761
tm_cd_4_C;-37.788285895
tm_cd_4_O;-75.002354443
tm_cd_4_F;-99.665095622
tm_cd_4_P;-340.829943071
tm_cd_4_Cl_anion;-459.838397680
tm_cd_4_Cd;-167.807688811
;
tm_cd_5;-2182.765152910
tm_cd_5_H;-0.499946081761
tm_cd_5_C;-37.788261135
tm_cd_5_N;-54.527908710
tm_cd_5_S;-397.672805611
tm_cd_5_Cl;-459.703362752
tm_cd_5_Cd;-167.807374392
;
tm_cd_6;-2000.995675780
tm_cd_6_Br;-416.239114896
tm_cd_6_Cd;-167.807966850
;
tm_cd_7;-644.485803180
tm_cd_7_H;-0.499946081761
tm_cd_7_C;-37.788261645
tm_cd_7_Cd;-167.807380866
;
tm_cd_8;-1469.761718850
tm_cd_8_F;-99.665104538
tm_cd_8_Cd;-167.807745751
;
tm_cd_9;-2262.504960370
tm_cd_9_S;-397.672921099
tm_cd_9_Cd;-167.807968632
;
tm_cd_10;-1342.522556800
tm_cd_10_Cd;-167.807959332
;
tm_cd_11;-249.734635920
tm_cd_11_H;-0.499946081761
tm_cd_11_B;-24.601573049
tm_cd_11_N;-54.527933469
tm_cd_11_Cd;-167.807643659
;
tm_cd_12;-274.023001510
tm_cd_12_H;-0.499946081761
tm_cd_12_B;-24.601562275
tm_cd_12_Cd;-167.807429487
;
tm_cd_13;-435.500029210
tm_cd_13_H;-0.499946081761
tm_cd_13_B;-24.601556137
tm_cd_13_N;-54.527902557
tm_cd_13_Cd;-167.807307465
;
tm_cd_14;-623.988159130
tm_cd_14_H;-0.499946081761
tm_cd_14_C;-37.788296088
tm_cd_14_Br;-416.239047077
tm_cd_14_Cd;-167.807818247
;
tm_cd_15;-206.926444260
tm_cd_15_H;-0.499946081761
tm_cd_15_C;-37.788290215
tm_cd_15_Cd;-167.807743671
;
tm_cd_16;-1087.434269430
tm_cd_16_Cl;-459.703512212
tm_cd_16_Cd;-167.807997837
;
tm_cd_17;-520.190488040
tm_cd_17_H;-0.499946081761
tm_cd_17_O;-75.002331275
tm_cd_17_F;-99.665066488
tm_cd_17_Cd;-167.807502736
;
tm_cd_18;-554.242417670
tm_cd_18_H;-0.499946081761
tm_cd_18_C;-37.788239106
tm_cd_18_Cd;-167.807094656
;
tm_cd_19;-2639.293590450
tm_cd_19_H;-0.499946081761
tm_cd_19_C;-37.788265979
tm_cd_19_O;-75.002322954
tm_cd_19_Cl;-459.703377497
tm_cd_19_Cd;-167.807435900
;
tm_cd_20;-2240.743453020
tm_cd_20_H;-0.499946081761
tm_cd_20_O;-75.002372259
tm_cd_20_Cl;-459.703472431
tm_cd_20_Br;-416.239053307
tm_cd_20_Cd;-167.807831899
;
tm_cd_21;-247.483820430
tm_cd_21_H;-0.499946081761
tm_cd_21_C;-37.788275606
tm_cd_21_Cd;-167.807558152
;
tm_cd_22;-299.466688760
tm_cd_22_H;-0.499946081761
tm_cd_22_N;-54.527927510
tm_cd_22_O;-75.002340753
tm_cd_22_Cd;-167.807578855
;
tm_cd_23;-1154.837984870
tm_cd_23_H;-0.499946081761
tm_cd_23_C;-37.788220883
tm_cd_23_N;-54.527861710
tm_cd_23_Cd;-167.806863234
;
tm_cd_24;-825.319212790
tm_cd_24_N;-54.527911778
tm_cd_24_O;-75.002319449
tm_cd_24_S;-397.672812096
tm_cd_24_Cd;-167.807407756
;
tm_cd_25;-1494.867716780
tm_cd_25_H;-0.499946081761
tm_cd_25_C;-37.788283772
tm_cd_25_P;-340.829939110
tm_cd_25_S;-397.672861478
tm_cd_25_Cd;-167.807661851
;
tm_cd_26;-598.589830800
tm_cd_26_H;-0.499946081761
tm_cd_26_C;-37.788277052
tm_cd_26_N;-54.527927296
tm_cd_26_O;-75.002340462
tm_cd_26_Cd;-167.807576523
;
tm_cd_27;-599.751878740
tm_cd_27_H;-0.499946081761
tm_cd_27_C;-37.788274398
tm_cd_27_N;-54.527924197
tm_cd_27_O;-75.002336266
tm_cd_27_Cd;-167.807542817
;
tm_cd_28;-5751.752773760
tm_cd_28_H;-0.499946081761
tm_cd_28_C;-37.788278496
tm_cd_28_O;-75.002342746
tm_cd_28_S;-397.672848459
tm_cd_28_Cd;-167.807594861
;
tm_cd_29;-267.233257240
tm_cd_29_F_cation;-99.024662149
tm_cd_29_Cd;-167.807923167
;
tm_cd_30;-462.992197720
tm_cd_30_Cd;-167.808180247
tm_cd_30_I_cation;-295.048334888
;
tm_cd_31;-1802.977597740
tm_cd_31_H;-0.499946081761
tm_cd_31_C;-37.788285512
tm_cd_31_N;-54.527937174
tm_cd_31_Si_cation;-288.639372400
tm_cd_31_Si;-288.938702179
tm_cd_31_S;-397.672865774
tm_cd_31_Cd;-167.807683955
;
tm_hf_1;-668.813274250
tm_hf_1_H;-0.499946081761
tm_hf_1_C_anion;-37.832975931
tm_hf_1_C;-37.788206774
tm_hf_1_Hf;-48.340763373
;
tm_hf_2;-2347.879337670
tm_hf_2_Cl_anion;-459.838417349
tm_hf_2_Cl;-459.703451806
tm_hf_2_Hf;-48.341256188
;
tm_hf_3;-51.462397310
tm_hf_3_H_anion;-0.513804220
tm_hf_3_H;-0.499946081761
tm_hf_3_Hf;-48.341140994
;
tm_hf_4;-647.153885800
tm_hf_4_O;-75.002306114
tm_hf_4_F;-99.665034848
tm_hf_4_Hf;-48.341049550
;
tm_hf_5;-2935.911636350
tm_hf_5_H;-0.499946081761
tm_hf_5_C;-37.788272692
tm_hf_5_Cl;-459.703397934
tm_hf_5_Hf;-48.341151888
;
tm_hf_6;-2532.686558660
tm_hf_6_S;-397.672841271
tm_hf_6_Hf;-48.341168937
;
tm_hf_7;-3011.106182050
tm_hf_7_H;-0.499946081761
tm_hf_7_C;-37.788252507
tm_hf_7_S;-397.672784319
tm_hf_7_Cl;-459.703336487
tm_hf_7_Hf;-48.341032923
;
tm_hf_8;-4572.666479890
tm_hf_8_H;-0.499946081761
tm_hf_8_S;-397.672856681
tm_hf_8_Cl;-459.703425749
tm_hf_8_Hf;-48.341205740
;
tm_hf_9;-572.854527920
tm_hf_9_H;-0.499946081761
tm_hf_9_N;-54.527869405
tm_hf_9_O;-75.002262071
tm_hf_9_Hf;-48.340885368
;
tm_hf_10;-1713.998216160
tm_hf_10_Br;-416.239062079
tm_hf_10_Hf;-48.341305040
;
tm_hf_11;-419.475138850
tm_hf_11_C;-37.788223949
tm_hf_11_N;-54.527865291
tm_hf_11_Hf;-48.340864602
;
tm_hf_12;-693.129280610
tm_hf_12_H;-0.499946081761
tm_hf_12_C;-37.788222883
tm_hf_12_N;-54.527864046
tm_hf_12_O;-75.002254814
tm_hf_12_Hf;-48.340858317
;
tm_hf_13;-128.125545060
tm_hf_13_H;-0.499946081761
tm_hf_13_C;-37.788238843
tm_hf_13_Hf;-48.340952385
;
tm_hf_14;-704.832389920
tm_hf_14_N;-54.527854304
tm_hf_14_Hf;-48.340809140
;
tm_hf_15;-351.886804620
tm_hf_15_H;-0.499946081761
tm_hf_15_O;-75.002284168
tm_hf_15_Hf;-48.340967741
;
tm_hf_16;-508.840195530
tm_hf_16_H;-0.499946081761
tm_hf_16_C;-37.788227972
tm_hf_16_O;-75.002262861
tm_hf_16_Hf;-48.340888313
;
tm_hf_17;-521.447351050
tm_hf_17_O;-75.002318316
tm_hf_17_S;-397.672810326
tm_hf_17_Hf;-48.341095034
;
tm_hf_18;-1211.913523640
tm_hf_18_H;-0.499946081761
tm_hf_18_Si;-288.938661637
tm_hf_18_Hf;-48.341032394
;
tm_hf_19;-746.970186610
tm_hf_19_O;-75.002290172
tm_hf_19_S;-397.672766397
tm_hf_19_Hf;-48.340990122
;
tm_hf_20;-628.464104350
tm_hf_20_H;-0.499946081761
tm_hf_20_O;-75.002282291
tm_hf_20_Hf;-48.340960742
;
tm_hf_21;-388.569143910
tm_hf_21_H;-0.499946081761
tm_hf_21_C;-37.788222447
tm_hf_21_N;-54.527863537
tm_hf_21_Hf;-48.340855750
;
tm_hf_22;-424.487799280
tm_hf_22_H;-0.499946081761
tm_hf_22_C;-37.788224843
tm_hf_22_N;-54.527866334
tm_hf_22_O;-75.002257912
tm_hf_22_Hf;-48.340869868
;
tm_hf_23;-1177.117704290
tm_hf_23_H;-0.499946081761
tm_hf_23_B;-24.601553869
tm_hf_23_C;-37.788252316
tm_hf_23_N;-54.527898413
tm_hf_23_Cl;-459.703335903
tm_hf_23_Hf;-48.341031792
;
tm_hf_24;-1064.579261600
tm_hf_24_H;-0.499946081761
tm_hf_24_B;-24.601546526
tm_hf_24_C;-37.788240820
tm_hf_24_N;-54.527884990
tm_hf_24_S;-397.672755475
tm_hf_24_Cl;-459.703300907
tm_hf_24_Hf;-48.340964039
;
tm_hf_25;-1113.287875820
tm_hf_25_H;-0.499946081761
tm_hf_25_B;-24.601554860
tm_hf_25_C;-37.788253866
tm_hf_25_N;-54.527900222
tm_hf_25_S;-397.672787671
tm_hf_25_Cl;-459.703340621
tm_hf_25_Hf;-48.341040928
;
tm_hf_26;-1512.281803590
tm_hf_26_H;-0.499946081761
tm_hf_26_B;-24.601553043
tm_hf_26_C;-37.788251022
tm_hf_26_N;-54.527896902
tm_hf_26_S;-397.672780653
tm_hf_26_Cl;-459.703331965
tm_hf_26_Hf;-48.341024169
;
tm_hf_27;-469.624172820
tm_hf_27_H;-0.499946081761
tm_hf_27_C;-37.788214732
tm_hf_27_N;-54.527854529
tm_hf_27_Hf;-48.340810277
;
tm_hf_28;-371.900162270
tm_hf_28_H;-0.499946081761
tm_hf_28_B;-24.601536690
tm_hf_28_C;-37.788225423
tm_hf_28_F;-99.664975388
tm_hf_28_Hf;-48.340873288
;
tm_hf_29;-167.384734320
tm_hf_29_H;-0.499946081761
tm_hf_29_C;-37.788231423
tm_hf_29_Hf;-48.340908651
;
tm_hf_30;-318.812453340
tm_hf_30_H;-0.499946081761
tm_hf_30_C_cation;-37.375886444
tm_hf_30_C;-37.788219283
tm_hf_30_Hf;-48.340837100
;
tm_hf_31;-2328.921974510
tm_hf_31_O;-75.002276298
tm_hf_31_Cl_cation;-459.226521090
tm_hf_31_Cl;-459.703287665
tm_hf_31_Hf;-48.340938402
;
tm_hf_32;-592.489270410
tm_hf_32_H;-0.499946081761
tm_hf_32_C_cation;-37.375880121
tm_hf_32_C;-37.788207775
tm_hf_32_Hf;-48.340769272
;
tm_hf_33;-347.813348170
tm_hf_33_F_cation;-99.024615952
tm_hf_33_F;-99.665044765
tm_hf_33_Hf;-48.341078947
;
tm_hf_34;-721.752698140
tm_hf_34_H;-0.499946081761
tm_hf_34_C_cation;-37.375907558
tm_hf_34_O;-75.002309882
tm_hf_34_F;-99.665039586
tm_hf_34_Cl;-459.703352330
tm_hf_34_Hf;-48.341063596
;
tm_hf_35;-1243.471982740
tm_hf_35_H;-0.499946081761
tm_hf_35_S_cation;-397.293202801
tm_hf_35_S;-397.672834874
tm_hf_35_Hf;-48.341153660
;
tm_hf_36;-1936.143009400
tm_hf_36_H;-0.499946081761
tm_hf_36_C;-37.788244372
tm_hf_36_O;-75.002288791
tm_hf_36_F;-99.665013064
tm_hf_36_P;-340.829865587
tm_hf_36_S_cation;-397.293153906
tm_hf_36_S;-397.672764241
tm_hf_36_Cl;-459.703311720
tm_hf_36_Hf;-48.340984973
;
tm_ta_1;-1474.527496720
tm_ta_1_H;-0.499946081761
tm_ta_1_C;-37.788258366
tm_ta_1_S;-397.672798778
tm_ta_1_Cl_anion;-459.838277170
tm_ta_1_Cl;-459.703354322
tm_ta_1_Ta;-57.183425220
;
tm_ta_2;-2816.493807760
tm_ta_2_Cl_anion;-459.838380674
tm_ta_2_Cl;-459.703426301
tm_ta_2_Ta;-57.183582996
;
tm_ta_3;-296.526496760
tm_ta_3_H;-0.499946081761
tm_ta_3_C_anion;-37.832989278
tm_ta_3_C;-37.788213369
tm_ta_3_Ta;-57.183124950
;
tm_ta_4;-805.545027080
tm_ta_4_H;-0.499946081761
tm_ta_4_C;-37.788228864
tm_ta_4_N;-54.527871029
tm_ta_4_Cl;-459.703264507
tm_ta_4_Ta;-57.183228348
;
tm_ta_5;-675.214135380
tm_ta_5_H;-0.499946081761
tm_ta_5_C;-37.788206301
tm_ta_5_Ta;-57.183077788
;
tm_ta_6;-1314.788928710
tm_ta_6_H;-0.499946081761
tm_ta_6_C;-37.788215894
tm_ta_6_N;-54.527855885
tm_ta_6_O;-75.002243763
tm_ta_6_S;-397.672693958
tm_ta_6_Ta;-57.183141801
;
tm_ta_7;-1170.311465900
tm_ta_7_H;-0.499946081761
tm_ta_7_C;-37.788241451
tm_ta_7_Cl;-459.703302828
tm_ta_7_Ta;-57.183312346
;
tm_ta_8;-2289.379761890
tm_ta_8_C;-37.788246493
tm_ta_8_N;-54.527891614
tm_ta_8_S;-397.672769476
tm_ta_8_Ta;-57.183345992
;
tm_ta_9;-2843.639819190
tm_ta_9_H;-0.499946081761
tm_ta_9_C;-37.788229995
tm_ta_9_F;-99.664984479
tm_ta_9_S;-397.672728760
tm_ta_9_Ta;-57.183235901
;
tm_ta_10;-910.685716630
tm_ta_10_H;-0.499946081761
tm_ta_10_C;-37.788216331
tm_ta_10_N;-54.527856396
tm_ta_10_Ta;-57.183144720
;
tm_ta_11;-1569.045721460
tm_ta_11_C;-37.788244203
tm_ta_11_N;-54.527888940
tm_ta_11_O;-75.002288523
tm_ta_11_S;-397.672763823
tm_ta_11_Ta;-57.183330707
;
tm_ta_12;-492.587019730
tm_ta_12_H;-0.499946081761
tm_ta_12_C;-37.788227881
tm_ta_12_N;-54.527869881
tm_ta_12_O;-75.002262716
tm_ta_12_Ta;-57.183221789
;
tm_ta_13;-638.272038680
tm_ta_13_H;-0.499946081761
tm_ta_13_B;-24.601545956
tm_ta_13_C;-37.788239927
tm_ta_13_N;-54.527883947
tm_ta_13_Cl;-459.703298188
tm_ta_13_Ta;-57.183302176
;
tm_ta_14;-687.764301870
tm_ta_14_H;-0.499946081761
tm_ta_14_C;-37.788210790
tm_ta_14_N;-54.527849926
tm_ta_14_Ta;-57.183107744
;
tm_ta_15;-398.272523690
tm_ta_15_H;-0.499946081761
tm_ta_15_C;-37.788217184
tm_ta_15_N;-54.527857392
tm_ta_15_Ta;-57.183150411
;
tm_ta_16;-1605.489016670
tm_ta_16_H;-0.499946081761
tm_ta_16_C;-37.788254716
tm_ta_16_N;-54.527901215
tm_ta_16_O;-75.002305145
tm_ta_16_Cl;-459.703343209
tm_ta_16_Ta;-57.183400860
;
tm_ta_17;-2829.534835890
tm_ta_17_H;-0.499946081761
tm_ta_17_C;-37.788260762
tm_ta_17_S;-397.672804690
tm_ta_17_Cl;-459.703361616
tm_ta_17_Ta;-57.183441207
;
tm_ta_18;-643.894227740
tm_ta_18_H;-0.499946081761
tm_ta_18_O;-75.002280133
tm_ta_18_Ta;-57.183295296
;
tm_ta_19;-1782.556080240
tm_ta_19_H;-0.499946081761
tm_ta_19_N;-54.527912599
tm_ta_19_Si;-288.938676396
tm_ta_19_Cl;-459.703372891
tm_ta_19_Ta;-57.183465921
;
tm_ta_20;-1766.888890420
tm_ta_20_H;-0.499946081761
tm_ta_20_C;-37.788226709
tm_ta_20_O;-75.002260864
tm_ta_20_P;-340.829832627
tm_ta_20_Ta;-57.183213974
;
tm_ta_21;-810.330064560
tm_ta_21_B;-24.601541296
tm_ta_21_N;-54.527875431
tm_ta_21_O;-75.002270231
tm_ta_21_F;-99.664989724
tm_ta_21_Ta;-57.183253506
;
tm_ta_22;-1039.688340200
tm_ta_22_C;-37.788222543
tm_ta_22_O;-75.002254276
tm_ta_22_P;-340.829824852
tm_ta_22_Ta;-57.183186170
;
tm_ta_23;-556.681936180
tm_ta_23_F;-99.665029407
tm_ta_23_Ta;-57.183386687
;
tm_ta_24;-1535.000880710
tm_ta_24_I;-295.439108750
tm_ta_24_Ta;-57.183823757
;
tm_ta_25;-1381.700762320
tm_ta_25_O;-75.002355861
tm_ta_25_Br;-416.238993201
tm_ta_25_Ta;-57.183614903
;
tm_ta_26;-360.127896040
tm_ta_26_H;-0.499946081761
tm_ta_26_O;-75.002278641
tm_ta_26_Ta;-57.183288999
;
tm_ta_27;-1310.136516110
tm_ta_27_H;-0.499946081761
tm_ta_27_C;-37.788217818
tm_ta_27_O;-75.002246805
tm_ta_27_Ta;-57.183154638
;
tm_ta_28;-366.220928220
tm_ta_28_H;-0.499946081761
tm_ta_28_C_cation;-37.375885245
tm_ta_28_C;-37.788217102
tm_ta_28_Ta;-57.183149860
;
tm_ta_29;-822.191095020
tm_ta_29_H;-0.499946081761
tm_ta_29_C_cation;-37.375886737
tm_ta_29_C;-37.788219816
tm_ta_29_O;-75.002249965
tm_ta_29_Ta;-57.183167975
;
tm_ta_30;-427.926434300
tm_ta_30_C_cation;-37.375886467
tm_ta_30_C;-37.788219325
tm_ta_30_N;-54.527859892
tm_ta_30_Ta;-57.183164696
;
tm_ta_31;-1276.441202880
tm_ta_31_H;-0.499946081761
tm_ta_31_C_cation;-37.375900984
tm_ta_31_C;-37.788245747
tm_ta_31_Br;-416.238755331
tm_ta_31_Ta;-57.183341011
;
tm_ta_32;-59.351016320
tm_ta_32_H;-0.499946081761
tm_ta_32_Ta;-57.183511975
;
tm_ta_33;-1612.828415430
tm_ta_33_H;-0.499946081761
tm_ta_33_C;-37.788224150
tm_ta_33_O;-75.002256818
tm_ta_33_S_cation;-397.293119358
tm_ta_33_S;-397.672714335
tm_ta_33_Ta;-57.183196896
;
tm_ta_34;-594.893753910
tm_ta_34_H;-0.499946081761
tm_ta_34_C_cation;-37.375882164
tm_ta_34_C;-37.788211493
tm_ta_34_N;-54.527850747
tm_ta_34_Ta;-57.183112435
;
tm_ta_35;-513.214548710
tm_ta_35_H;-0.499946081761
tm_ta_35_O;-75.002267575
tm_ta_35_Ta;-57.183242296
;
tm_ta_36;-1119.577519640
tm_ta_36_H;-0.499946081761
tm_ta_36_C_cation;-37.375880266
tm_ta_36_C;-37.788208039
tm_ta_36_N;-54.527846713
tm_ta_36_O;-75.002231343
tm_ta_36_Ta;-57.183089383
;
tm_w_1;-712.758295880
tm_w_1_H;-0.499946081761
tm_w_1_C;-37.788218404
tm_w_1_O_anion;-75.055579980
tm_w_1_O;-75.002247731
tm_w_1_W;-67.169804801
;
tm_w_2;-747.465198960
tm_w_2_H;-0.499946081761
tm_w_2_C;-37.788221519
tm_w_2_O_anion;-75.055592183
tm_w_2_O;-75.002252657
tm_w_2_W;-67.169828930
;
tm_w_3;-2802.032383580
tm_w_3_H;-0.499946081761
tm_w_3_C;-37.788227691
tm_w_3_S_anion;-397.749649204
tm_w_3_S;-397.672723072
tm_w_3_W;-67.169876728
;
tm_w_4;-492.590845990
tm_w_4_H;-0.499946081761
tm_w_4_C_anion;-37.832982316
tm_w_4_C;-37.788209929
tm_w_4_W;-67.169739166
;
tm_w_5;-2434.801598910
tm_w_5_H;-0.499946081761
tm_w_5_C;-37.788228067
tm_w_5_O;-75.002263011
tm_w_5_P;-340.829835160
tm_w_5_S;-397.672724001
tm_w_5_W;-67.169879643
;
tm_w_6;-1542.521715240
tm_w_6_H;-0.499946081761
tm_w_6_C;-37.788214061
tm_w_6_Si;-288.938614650
tm_w_6_W;-67.169771172
;
tm_w_7;-369.451718500
tm_w_7_H;-0.499946081761
tm_w_7_O;-75.002272091
tm_w_7_W;-67.169924122
;
tm_w_8;-1533.035090960
tm_w_8_H;-0.499946081761
tm_w_8_C;-37.788221595
tm_w_8_N;-54.527862542
tm_w_8_O;-75.002252777
tm_w_8_S;-397.672708028
tm_w_8_W;-67.169829517
;
tm_w_9;-1612.454302430
tm_w_9_H;-0.499946081761
tm_w_9_B;-24.601547027
tm_w_9_C;-37.788241604
tm_w_9_N;-54.527885905
tm_w_9_S;-397.672757409
tm_w_9_Cl;-459.703303292
tm_w_9_W;-67.169984482
;
tm_w_10;-1612.553901670
tm_w_10_H;-0.499946081761
tm_w_10_B;-24.601545795
tm_w_10_C;-37.788239675
tm_w_10_N;-54.527883653
tm_w_10_S;-397.672752649
tm_w_10_Cl;-459.703297421
tm_w_10_W;-67.169969546
;
tm_w_11;-1070.666871830
tm_w_11_H;-0.499946081761
tm_w_11_B;-24.601555284
tm_w_11_C;-37.788254531
tm_w_11_N;-54.527900999
tm_w_11_S;-397.672789312
tm_w_11_Br;-416.238806238
tm_w_11_W;-67.170084600
;
tm_w_12;-1341.923775770
tm_w_12_H;-0.499946081761
tm_w_12_C;-37.788219152
tm_w_12_N;-54.527859690
tm_w_12_O;-75.002248915
tm_w_12_P;-340.829818525
tm_w_12_W;-67.169810600
;
tm_w_13;-1092.567173250
tm_w_13_H;-0.499946081761
tm_w_13_C;-37.788227601
tm_w_13_O;-75.002262274
tm_w_13_P;-340.829834291
tm_w_13_W;-67.169876034
;
tm_w_14;-1044.973827430
tm_w_14_H;-0.499946081761
tm_w_14_C;-37.788256724
tm_w_14_I;-295.438552270
tm_w_14_W;-67.170101583
;
tm_w_15;-521.301956590
tm_w_15_H;-0.499946081761
tm_w_15_C;-37.788220612
tm_w_15_N;-54.527861395
tm_w_15_O;-75.002251224
tm_w_15_W;-67.169821907
;
tm_w_16;-1196.992476560
tm_w_16_H;-0.499946081761
tm_w_16_C;-37.788219307
tm_w_16_O;-75.002249160
tm_w_16_P;-340.829818813
tm_w_16_S;-397.672702382
tm_w_16_W;-67.169811798
;
tm_w_17;-1300.390477080
tm_w_17_C;-37.788218128
tm_w_17_N;-54.527858494
tm_w_17_O;-75.002247296
tm_w_17_W;-67.169802666
;
tm_w_18;-558.917798160
tm_w_18_H;-0.499946081761
tm_w_18_C;-37.788216115
tm_w_18_N;-54.527856143
tm_w_18_O;-75.002244112
tm_w_18_W;-67.169787073
;
tm_w_19;-1081.548564690
tm_w_19_O;-75.002279458
tm_w_19_W;-67.169960209
;
tm_w_20;-551.989554050
tm_w_20_H;-0.499946081761
tm_w_20_B;-24.601531338
tm_w_20_N;-54.527857229
tm_w_20_W;-67.169794273
;
tm_w_21;-815.163742910
tm_w_21_B;-24.601543961
tm_w_21_F;-99.664998017
tm_w_21_W;-67.169947312
;
tm_w_22;-2826.219389710
tm_w_22_Cl;-459.703397696
tm_w_22_W;-67.170224649
;
tm_w_23;-524.716328910
tm_w_23_H;-0.499946081761
tm_w_23_C;-37.788222209
tm_w_23_O;-75.002253748
tm_w_23_W;-67.169834272
;
tm_w_24;-2682.193800430
tm_w_24_C;-37.788228259
tm_w_24_S;-397.672724476
tm_w_24_W;-67.169881132
;
tm_w_25;-2060.308599110
tm_w_25_H;-0.499946081761
tm_w_25_C;-37.788254236
tm_w_25_O;-75.002304387
tm_w_25_Cl;-459.703341749
tm_w_25_W;-67.170082317
;
tm_w_26;-666.370270950
tm_w_26_F;-99.665018775
tm_w_26_W;-67.170028168
;
tm_w_27;-1501.560179310
tm_w_27_N;-54.527908439
tm_w_27_Cl;-459.703362045
tm_w_27_W;-67.170133952
;
tm_w_28;-1050.509148990
tm_w_28_O;-75.002331825
tm_w_28_Br;-416.238905101
tm_w_28_W;-67.170216718
;
tm_w_29;-1731.888259000
tm_w_29_O;-75.002269750
tm_w_29_P;-340.829843115
tm_w_29_W;-67.169912657
;
tm_w_30;-558.742562420
tm_w_30_H;-0.499946081761
tm_w_30_C;-37.788241765
tm_w_30_N;-54.527886093
tm_w_30_S_cation;-397.293149452
tm_w_30_W;-67.169985732
;
tm_w_31;-1316.031466670
