System;PNO-LCCSD(T)-F12b;wB97M-V;PBE0-D4;B3LYP-D4;M06-2X;r2SCAN-D4;PBE-D4;g-xTB;UMA;r2SCAN-3c
tm_v_22;-441.740768990000;-1314.876944118000;-1314.405706819000;-1314.830518898000;-1314.835302287000;-1314.874784890000;-1314.491965311000;-1314.883354962400;-1314.852235690000;-1314.810766952000
tm_v_23;-1290.284539960000;-6479.009150887000;-6478.293357850000;-6479.034143945000;-6479.376048562000;-6479.298981578000;-6478.120009311000;-6478.831480171700;-6478.866984740000;-6479.123802030000
tm_v_24;-1626.679530370000;-2501.134861323000;-2500.180954388000;-2500.996409859000;-2501.080849495000;-2501.076166775000;-2500.179778275000;-2501.055585117100;-2501.057045310000;-2500.930790446000
tm_v_25;-608.753052370000;-1482.012255651000;-1481.542245997000;-1482.032173900000;-1482.049988067000;-1482.074505507000;-1481.523946060000;-1481.991040165300;-1481.955564180000;-1481.951112298000
tm_v_26;-527.092965050000;-1400.126513246000;-1399.661489830000;-1400.104816696000;-1400.087914266000;-1400.145149242000;-1399.717531079000;-1400.086971406300;-1400.075633210000;-1400.056692787000
tm_v_27;-1133.406989020000;-2007.523349550000;-2006.584770149000;-2007.391292204000;-2007.482537365000;-2007.441461424000;-2006.601939082000;-2007.475804458400;-2007.454177520000;-2007.305926483000
tm_cr_1;-511.752095360000;-1470.248882688000;-1469.794854963000;-1470.182703823000;-1470.232784200000;-1470.258235135000;-1469.789629115000;-1470.201578069900;-1470.190575640000;-1470.175537787000
tm_cr_2;-731.884456090000;-1690.543362929000;-1689.883699159000;-1690.461025464000;-1690.442284941000;-1690.507920886000;-1689.965420216000;-1690.514023931000;-1690.478204480000;-1690.411864162000
tm_cr_3;-766.595214230000;-1725.292591188000;-1724.586739743000;-1725.189649140000;-1725.169536698000;-1725.232843152000;-1724.689340595000;-1725.257476895200;-1725.225751060000;-1725.138035384000
tm_cr_4;-2453.929879720000;-3414.502439552000;-3413.188522904000;-3414.300654979000;-3414.370129852000;-3414.387638738000;-3413.171379938000;-3414.408506857000;-3414.372961900000;-3414.110175137000
tm_cr_5;-1338.654606090000;-3255.780657466000;-3254.539931907000;-3255.616615661000;-3255.536630781000;-3255.723409931000;-3254.761831242000;-3255.640876746400;-3255.643543790000;-3255.548745274000
tm_cr_6;-577.999181330000;-1536.453902859000;-1535.966075630000;-1536.444086304000;-1536.416769613000;-1536.503338943000;-1536.023523031000;-1536.401841058600;-1536.403767980000;-1536.397581790000
tm_cr_7;-571.160378190000;-1529.747107901000;-1529.214309563000;-1529.689063000000;-1529.749532509000;-1529.722788869000;-1529.190190485000;-1529.709740963200;-1529.701533470000;-1529.602552150000
tm_cr_8;-834.320562940000;-1793.020429398000;-1792.295574418000;-1792.926260275000;-1792.922029442000;-1792.952705778000;-1792.331083871000;-1792.842110487300;-1792.912923670000;-1792.866508141000
tm_cr_9;-543.829052710000;-1502.278168721000;-1501.777370407000;-1502.232188058000;-1502.220493274000;-1502.283883879000;-1501.837100845000;-1502.264898503700;-1502.237209240000;-1502.206475101000
tm_cr_10;-653.902588140000;-1612.464169848000;-1611.848730433000;-1612.376743593000;-1612.359475799000;-1612.421091253000;-1611.931913144000;-1612.396463195900;-1612.397821900000;-1612.335029999000
tm_cr_11;-2701.316333650000;-3662.094432721000;-3661.062300621000;-3661.959342072000;-3662.044881176000;-3662.134596745000;-3660.986721951000;-3662.043560466200;-3661.986924160000;-3661.965982150000
tm_cr_12;-1237.827273150000;-3154.979988185000;-3153.845726709000;-3154.816993354000;-3154.820773237000;-3154.941286858000;-3153.961323335000;-3154.864238953800;-3154.874137660000;-3154.779311538000
tm_cr_13;-1561.640495300000;-2521.584081830000;-2520.884433775000;-2521.552201120000;-2521.590686583000;-2521.651423640000;-2520.753439607000;-2521.493250007000;-2521.496331860000;-2521.511628840000
tm_cr_14;-1571.278592450000;-3488.680101103000;-3487.451308028000;-3488.517662292000;-3488.496591450000;-3488.635787051000;-3487.591514630000;-3488.590112412100;-3488.559718280000;-3488.456516913000
tm_cr_15;-1216.140573310000;-2175.355787477000;-2174.753682632000;-2175.326889262000;-2175.371120976000;-2175.406921518000;-2174.686394184000;-2175.323972110400;-2175.281626700000;-2175.272718349000
tm_cr_16;-963.908876150000;-1922.992950141000;-1922.195265235000;-1922.902495870000;-1922.964200412000;-1922.946346732000;-1922.212201153000;-1922.922975320900;-1922.922996270000;-1922.815829920000
tm_cr_17;-1659.889476420000;-3577.648520371000;-3576.303552267000;-3577.454777043000;-3577.493383959000;-3577.568188347000;-3576.377862540000;-3577.527611617600;-3577.519194090000;-3577.375501295000
tm_mn_1;-504.170706800000;-1551.852825176000;-1551.390943340000;-1551.801404254000;-1551.839844533000;-1551.860426214000;-1551.397224139000;-1551.829688640300;-1551.811071640000;-1551.759122060000
tm_mn_2;-490.398545130000;-1538.065343988000;-1537.631401460000;-1538.000567596000;-1538.040534733000;-1538.083822682000;-1537.636512041000;-1538.021012798100;-1538.012070680000;-1538.002120457000
tm_mn_3;-1564.902744520000;-3660.738261172000;-3659.499259611000;-3660.562369118000;-3660.543751280000;-3660.687637053000;-3659.643791981000;-3660.623061493900;-3660.624808210000;-3660.505966316000
tm_mn_4;-1242.300841880000;-3337.795273973000;-3336.611773519000;-3337.625285908000;-3337.588946409000;-3337.731455614000;-3336.792845962000;-3337.710241708400;-3337.686142110000;-3337.563178317000
tm_mn_5;-1726.085675400000;-3822.163250032000;-3820.992088927000;-3822.015941507000;-3821.980852658000;-3822.183967533000;-3821.084695423000;-3822.057293244300;-3822.035659750000;-3821.994807660000
tm_mn_6;-749.120100940000;-1797.006971315000;-1796.330863086000;-1796.914089541000;-1796.886856702000;-1796.967889936000;-1796.417920845000;-1796.960525262100;-1796.940860560000;-1796.869738149000
tm_mn_7;-1086.433481150000;-3181.789009395000;-3180.804350147000;-3181.656918864000;-3181.641166741000;-3181.819880989000;-3180.912995041000;-3181.692260171300;-3181.682142070000;-3181.665668162000
tm_mn_8;-789.236081110000;-1837.225102874000;-1836.530116567000;-1837.113203789000;-1837.131479343000;-1837.181967158000;-1836.592814958000;-1837.170611740500;-1837.163601270000;-1837.079577999000
tm_mn_9;-600.841569930000;-1648.606254509000;-1648.065626592000;-1648.534963556000;-1648.528510752000;-1648.611118473000;-1648.118767441000;-1648.547153865600;-1648.550872120000;-1648.527577889000
tm_mn_10;-1704.662330700000;-3804.421056004000;-3803.415832376000;-3804.308385626000;-3804.090140252000;-3804.647428816000;-3803.539099410000;-3804.319381747300;-3804.316007050000;-3804.324107433000
tm_mn_11;-1454.010855700000;-3549.567284558000;-3548.306892257000;-3549.431543402000;-3549.348897495000;-3549.516899163000;-3548.420504159000;-3549.300980668000;-3549.396663270000;-3549.355069970000
tm_mn_12;-1014.460159370000;-2062.651427052000;-2061.947039395000;-2062.565926418000;-2062.543167621000;-2062.637436917000;-2062.010092332000;-2062.594677830600;-2062.579899240000;-2062.522209506000
tm_mn_13;-1472.337904430000;-2521.074457430000;-2520.368134280000;-2521.021012491000;-2521.001238160000;-2521.123458624000;-2520.356249664000;-2521.011334622300;-2520.995944860000;-2520.985094601000
tm_mn_14;-1086.360354000000;-4291.933007462000;-4291.145083699000;-4291.867967945000;-4291.998843521000;-4292.012644380000;-4291.153809389000;-4291.827588411200;-4291.824551620000;-4291.872790469000
tm_mn_15;-1129.835611470000;-2178.067562516000;-2177.301850220000;-2177.939832818000;-2177.952576993000;-2178.008783675000;-2177.361212452000;-2177.997512159300;-2177.997395080000;-2177.905393662000
tm_mn_16;-2192.771058910000;-3242.149905450000;-3241.186840237000;-3241.983592492000;-3242.093819230000;-3242.134160503000;-3241.104778814000;-3242.036626045500;-3242.048210020000;-3241.985161567000
tm_mn_17;-981.405743110000;-2029.727195686000;-2028.916034580000;-2029.628219606000;-2029.698252852000;-2029.669063739000;-2028.926777051000;-2029.635221371200;-2029.658505700000;-2029.537879799000
tm_mn_18;-1227.493457330000;-2275.961524353000;-2275.296248927000;-2275.905891275000;-2275.907043332000;-2276.000784659000;-2275.282195465000;-2275.900295959000;-2275.887023750000;-2275.862813013000
tm_mn_19;-662.105065860000;-1709.913218769000;-1709.262660072000;-1709.798945764000;-1709.808920848000;-1709.835679028000;-1709.348718720000;-1709.817287284500;-1709.861951300000;-1709.747259724000
tm_mn_20;-2718.393727740000;-3768.403139826000;-3767.347416708000;-3768.253294055000;-3768.330404630000;-3768.432938111000;-3767.280840083000;-3768.325851786000;-3768.300364200000;-3768.261382311000
tm_mn_21;-442.684613160000;-1490.154461674000;-1489.784435547000;-1490.161786982000;-1490.167549459000;-1490.190984208000;-1489.779159545000;-1490.152614655800;-1490.099749330000;-1490.087037211000
tm_mn_22;-1233.282565750000;-2281.735159464000;-2281.121406992000;-2281.700404622000;-2281.744282210000;-2281.784248442000;-2281.052309300000;-2281.686470260800;-2281.658529320000;-2281.649870146000
tm_fe_1;-922.336093120000;-2063.653345977000;-2062.875431298000;-2063.565112018000;-2063.616626798000;-2063.596267965000;-2062.927809418000;-2063.573337694900;-2063.587163900000;-2063.472008368000
tm_fe_2;-1284.132949960000;-2425.670581216000;-2425.021794333000;-2425.610716232000;-2425.657060933000;-2425.691874099000;-2425.000024741000;-2425.634146511600;-2425.597694780000;-2425.570423032000
tm_fe_3;-973.255524920000;-2114.768263825000;-2114.228347478000;-2114.712370352000;-2114.729488413000;-2114.826975213000;-2114.218042543000;-2114.707116888100;-2114.710560010000;-2114.723391221000
tm_fe_4;-2549.810565430000;-4832.860713407000;-4831.687781672000;-4832.693870327000;-4832.869475272000;-4832.925742603000;-4831.585842949000;-4832.725893014500;-4832.725252890000;-4832.731795749000
tm_fe_5;-1198.262979350000;-3480.105597235000;-3479.042352843000;-3479.967810378000;-3479.906956540000;-3480.136049407000;-3479.195482943000;-3480.016628662300;-3480.002822630000;-3479.974313599000
tm_fe_6;-746.539440470000;-1887.513193094000;-1886.873455981000;-1887.446337844000;-1887.392723859000;-1887.497542811000;-1886.936458785000;-1887.379048410600;-1887.431471060000;-1887.411539742000
tm_fe_7;-869.891469670000;-2011.169370775000;-2010.553625045000;-2011.101261102000;-2011.073272520000;-2011.188623999000;-2010.610012228000;-2011.114536678600;-2011.108094120000;-2011.088355908000
tm_fe_8;-685.725884310000;-1826.711651591000;-1826.075068205000;-1826.617971715000;-1826.575317177000;-1826.677929874000;-1826.187576715000;-1826.656123666900;-1826.652983120000;-1826.586199832000
tm_fe_9;-635.860966640000;-1776.848545725000;-1776.270007019000;-1776.757982433000;-1776.761754762000;-1776.832557261000;-1776.330714038000;-1776.795449931300;-1776.796516370000;-1776.745597116000
tm_fe_10;-2302.346196050000;-3445.055429382000;-3444.163154233000;-3444.951414352000;-3444.973614918000;-3445.133127818000;-3444.137145648000;-3444.995546727400;-3444.963644270000;-3444.981066471000
tm_fe_11;-1047.561215270000;-2188.898277750000;-2188.247593517000;-2188.846914343000;-2188.850897967000;-2188.927308245000;-2188.271998795000;-2188.837250187800;-2188.830873100000;-2188.804941205000
tm_fe_12;-1554.175525040000;-2696.370896700000;-2695.462376434000;-2696.265307358000;-2696.312048354000;-2696.353865734000;-2695.422223237000;-2696.270018055400;-2696.282908850000;-2696.190800338000
tm_fe_13;-1379.010568220000;-2520.869593494000;-2520.097439668000;-2520.802946477000;-2520.824249184000;-2520.887582470000;-2520.079544408000;-2520.789678917700;-2520.790211150000;-2520.728146439000
tm_fe_14;-1284.343556690000;-2426.048711519000;-2425.293369822000;-2425.968093973000;-2426.061913165000;-2426.064062956000;-2425.215981420000;-2425.978566760100;-2425.963247600000;-2425.925863571000
tm_fe_15;-1609.913605850000;-2751.976319757000;-2751.373996679000;-2751.977366084000;-2751.959478012000;-2752.099404255000;-2751.301499235000;-2751.878696479400;-2751.897411670000;-2751.939940428000
tm_fe_16;-1038.436759610000;-2179.917821127000;-2179.248627991000;-2179.860235920000;-2179.874025402000;-2179.936187906000;-2179.245393010000;-2179.851378179200;-2179.845151520000;-2179.802284629000
tm_fe_17;-1427.798468770000;-3709.925124931000;-3708.853738548000;-3709.788525474000;-3709.767490668000;-3709.969295618000;-3708.950688726000;-3709.819518937100;-3709.819185280000;-3709.795132314000
tm_fe_18;-951.223169760000;-2092.491500487000;-2091.713267640000;-2092.400613501000;-2092.426634451000;-2092.443261492000;-2091.799572407000;-2092.439937407400;-2092.419203400000;-2092.296968763000
tm_fe_19;-1086.253318680000;-3367.956701181000;-3366.996405921000;-3367.839185755000;-3367.792829601000;-3368.018434541000;-3367.128943154000;-3367.882883183300;-3367.856483070000;-3367.864959981000
tm_fe_20;-551.520640750000;-1692.407324273000;-1691.964214993000;-1692.382887842000;-1692.377666435000;-1692.470369893000;-1691.975574926000;-1692.377085515700;-1692.351346400000;-1692.379938443000
tm_fe_21;-1043.861246480000;-3325.417111074000;-3324.463580170000;-3325.314713248000;-3325.198730135000;-3325.474665169000;-3324.644375078000;-3325.389351152300;-3325.325217240000;-3325.323952748000
tm_fe_22;-906.450522300000;-2047.754372763000;-2047.191729679000;-2047.655756956000;-2047.720731971000;-2047.765953747000;-2047.177450665000;-2047.685197456800;-2047.694998090000;-2047.667003165000
tm_fe_23;-548.368296790000;-1689.288584846000;-1688.819845610000;-1689.223713020000;-1689.254640610000;-1689.312871613000;-1688.823881428000;-1689.221832589600;-1689.236665350000;-1689.231064422000
tm_fe_24;-510.259982320000;-1651.115894907000;-1650.684795077000;-1651.061369494000;-1651.076040781000;-1651.158007081000;-1650.698742254000;-1651.059039157900;-1651.061132420000;-1651.075726575000
tm_fe_25;-1232.382670530000;-2374.006506496000;-2373.412318204000;-2373.984256427000;-2374.004684993000;-2374.083634893000;-2373.360421744000;-2373.942651369300;-2373.927445820000;-2373.944981256000
tm_fe_26;-828.582769430000;-1969.826224339000;-1969.295657795000;-1969.750148522000;-1969.785842865000;-1969.856264468000;-1969.294602333000;-1969.758069263100;-1969.764242300000;-1969.753780525000
tm_co_1;-827.862934590000;-2066.293731942000;-2065.645760649000;-2066.255814141000;-2066.305582400000;-2066.305608078000;-2065.683403042000;-2066.195283011100;-2066.227344880000;-2066.179409125000
tm_co_2;-622.503470490000;-1860.691714122000;-1860.195000082000;-1860.652985538000;-1860.674423297000;-1860.736794487000;-1860.186851119000;-1860.641803989200;-1860.635591950000;-1860.640107099000
tm_co_3;-1524.091904040000;-4000.347777496000;-3999.589395213000;-4000.335861716000;-4000.368673960000;-4000.522531393000;-3999.576555654000;-4000.292355383500;-4000.232038810000;-4000.359352073000
tm_co_4;-620.245378520000;-1858.345426792000;-1857.802360119000;-1858.283759959000;-1858.259346836000;-1858.358039360000;-1857.871429106000;-1858.300243317000;-1858.291175320000;-1858.269061793000
tm_co_5;-751.164255820000;-1991.308804365000;-1990.968365802000;-1991.308484396000;-1991.230850791000;-1991.508149162000;-1990.962844443000;-1991.264028825700;-1991.258354450000;-1991.346345210000
tm_co_6;-1051.488342380000;-3527.462673675000;-3526.541547703000;-3527.354640708000;-3527.307414861000;-3527.517874053000;-3526.673595577000;-3527.371354360600;-3527.363392050000;-3527.365283203000
tm_co_7;-2392.234374340000;-4869.501508883000;-4868.430072769000;-4869.382370656000;-4869.488483755000;-4869.625771038000;-4868.370525426000;-4869.354648752100;-4869.363754980000;-4869.428502307000
tm_co_8;-378.912531620000;-1616.694814916000;-1616.367809828000;-1616.701382041000;-1616.660260223000;-1616.774966892000;-1616.432025274000;-1616.641438752700;-1616.645925460000;-1616.700545360000
tm_co_9;-963.397168850000;-2201.812954963000;-2201.401277483000;-2201.821665415000;-2201.770903414000;-2201.942436259000;-2201.425588616000;-2201.757805347100;-2201.747006530000;-2201.835441199000
tm_co_10;-1403.775400910000;-2642.654323980000;-2642.092212989000;-2642.626272297000;-2642.632060680000;-2642.740517477000;-2642.058314316000;-2642.574879888200;-2642.582978500000;-2642.621159542000
tm_co_11;-1663.084646410000;-4139.484257020000;-4138.536455645000;-4139.388013168000;-4139.392743441000;-4139.561432923000;-4138.610083036000;-4139.381575653700;-4139.376373650000;-4139.398606270000
