System;PNO-LCCSD(T)-F12b;wB97M-V;PBE0-D4;B3LYP-D4;M06-2X;r2SCAN-D4;PBE-D4;g-xTB;UMA;r2SCAN-3c
tm_cd_8;-1469.761718850000;-1470.085556929000;-1469.715297912000;-1470.172253584000;-1469.982497434000;-1470.429141552000;-1469.779447958000;-1470.010684789300;-1470.036331890000;-1470.362570599000
tm_cd_9;-2262.504960370000;-2263.871349527000;-2263.633626714000;-2263.951621356000;-2263.838508412000;-2264.330535759000;-2263.555461194000;-2263.790201855000;-2263.806997670000;-2264.255391438000
tm_cd_10;-1342.522556800000;-1341.781675035000;-1342.283027531000;-1342.226070372000;-1341.681613227000;-1342.787048286000;-1342.405179142000;-1341.770396966600;-1341.790222820000;-1342.775196221000
tm_cd_11;-249.734635920000;-249.747892510400;-249.750404975500;-249.810619487500;-249.751192748400;-249.862610196100;-249.753789584700;-249.737562705100;-249.737643540000;-249.844489275300
tm_cd_12;-274.023001510000;-274.087663739500;-274.096090262900;-274.199895851000;-274.127568288700;-274.244780431400;-274.072095892000;-274.072788718500;-274.067408020000;-274.213096906200
tm_cd_13;-435.500029210000;-435.803975792800;-435.651805044900;-435.845575886100;-435.814860523200;-435.881347721600;-435.634250695800;-435.773917830500;-435.788248080000;-435.833804825100
tm_cd_14;-623.988159130000;-2781.723683707000;-2781.608615021000;-2781.811411437000;-2781.907954535000;-2781.978330596000;-2781.524931810000;-2781.663488590200;-2781.665154720000;-2781.912138669000
tm_cd_15;-206.926444260000;-206.878489249200;-206.915780583600;-206.940964279600;-206.873992502200;-207.005400774900;-206.931451784200;-206.878173046600;-206.870859030000;-206.994865651700
tm_cd_16;-1087.434269430000;-1088.217686988000;-1088.017873897000;-1088.209892320000;-1088.223439357000;-1088.322363313000;-1087.955247987000;-1088.170475414300;-1088.186222710000;-1088.282342183000
tm_cd_17;-520.190488040000;-520.404906606200;-520.208494892200;-520.420487294900;-520.372914688400;-520.472182779600;-520.227895035300;-520.389290201300;-520.378563100000;-520.433332562200
tm_cd_18;-554.242417670000;-554.718173192600;-554.483776590000;-554.694450752900;-554.724133332400;-554.775040750100;-554.451676982600;-554.672914301700;-554.693376460000;-554.729222935800
tm_cd_19;-2639.293590450000;-2641.423609253000;-2640.704502562000;-2641.369714790000;-2641.461279123000;-2641.580108185000;-2640.527088689000;-2641.323080108200;-2641.335004730000;-2641.447493554000
tm_cd_20;-2240.743453020000;-6557.127431017000;-6556.571453652000;-6557.222164061000;-6557.509383949000;-6557.592229660000;-6556.338855896000;-6556.973148664400;-6556.980942130000;-6557.423281972000
tm_cd_21;-247.483820430000;-247.487729758200;-247.503784439900;-247.545886411200;-247.485662225600;-247.615920815800;-247.501104191100;-247.480478215800;-247.475804120000;-247.596759269600
tm_cd_22;-299.466688760000;-299.509387327800;-299.469493981400;-299.545389471200;-299.488829748600;-299.611860459000;-299.486463131500;-299.491335715900;-299.494026040000;-299.588680074700
tm_cd_23;-1154.837984870000;-1156.168775967000;-1155.476089090000;-1156.068494541000;-1156.134713008000;-1156.132199580000;-1155.456361984000;-1156.153112540800;-1156.116601580000;-1156.029788038000
tm_cd_24;-825.319212790000;-825.948399524600;-825.664622580100;-825.932913083500;-825.904739994100;-825.996073793000;-825.684003335100;-825.898662946200;-825.915464200000;-825.918500651100
tm_cd_25;-1494.867716780000;-1496.068522269000;-1495.815517971000;-1496.121745379000;-1496.053992908000;-1496.312443420000;-1495.756308294000;-1496.026129764200;-1496.026074660000;-1496.237185840000
tm_cd_26;-598.589830800000;-598.742691026500;-598.635198027100;-598.796976099900;-598.701026373700;-598.928282409900;-598.665031540600;-598.736157411600;-598.720993530000;-598.888623342200
tm_cd_27;-599.751878740000;-599.894237013300;-599.814485844500;-599.968242562800;-599.854421990100;-600.104410966800;-599.845923163200;-599.867559960800;-599.872332280000;-600.059936122100
tm_cd_28;-5751.752773760000;-5756.973174120000;-5755.580834434000;-5756.877103810000;-5756.983982864000;-5757.371596148000;-5755.290790877000;-5756.852909519200;-5756.815454600000;-5757.085465498000
tm_cd_29;-267.233257240000;-267.235802809100;-267.217475035900;-267.267604742600;-267.212998978800;-267.332921861700;-267.230783700600;-267.225574821300;-267.226068580000;-267.319910379400
tm_cd_30;-462.992197720000;-465.131110061400;-465.221228677500;-465.200257048200;-465.061181553200;-465.382074570100;-465.205930930900;-465.121387602200;-465.126254070000;-465.289193761800
tm_cd_31;-1802.977597740000;-1804.634765550000;-1804.239315732000;-1804.651939685000;-1804.612026699000;-1804.830432049000;-1804.171932545000;-1804.582068014000;-1804.581382510000;-1804.747336826000
tm_hf_1;-668.813274250000;-669.114711867800;-668.733961850700;-669.087403025700;-669.125758067200;-669.135591182100;-668.702106862600;-669.101598917800;-669.070440660000;-669.041195798300
tm_hf_2;-2347.879337670000;-2349.471049300000;-2348.895473133000;-2349.392864187000;-2349.504496115000;-2349.540451268000;-2348.747884321000;-2349.424217479600;-2349.401225990000;-2349.431965392000
tm_hf_3;-51.462397310000;-50.865731303500;-50.950074974100;-50.954098969700;-50.859795631400;-50.984699759600;-50.974093556100;-50.896368698100;-50.854664150000;-50.955325950100
tm_hf_4;-647.153885800000;-646.470447701000;-646.188096076400;-646.512612901100;-646.375081498300;-646.578430950000;-646.283357485000;-646.439883991600;-646.386668810000;-646.493703007300
tm_hf_5;-2935.911636350000;-2937.455115257000;-2936.777287669000;-2937.412973450000;-2937.502423781000;-2937.629852841000;-2936.611766260000;-2937.382049365400;-2937.356843860000;-2937.469211054000
tm_hf_6;-2532.686558660000;-2533.508885816000;-2533.023576076000;-2533.538267640000;-2533.495809759000;-2533.803786991000;-2532.954750593000;-2533.451031518100;-2533.335093650000;-2533.649673148000
tm_hf_7;-3011.106182050000;-3013.709122171000;-3012.866858759000;-3013.592874553000;-3013.727536759000;-3013.766442542000;-3012.695991565000;-3013.623952626900;-3013.620334750000;-3013.597038618000
tm_hf_8;-4572.666479890000;-4575.839900443000;-4574.720863278000;-4575.697025817000;-4575.898794801000;-4575.988115645000;-4574.439644215000;-4575.700508385600;-4575.697500140000;-4575.759224699000
tm_hf_9;-572.854527920000;-572.824879819900;-572.490470457700;-572.807705958300;-572.773195922700;-572.833964137800;-572.547575105600;-572.835657318000;-572.786365840000;-572.734526171700
tm_hf_10;-1713.998216160000;-10344.523371460000;-10343.986102130000;-10344.722355710001;-10345.273489810001;-10345.153257820000;-10343.672927590000;-10344.326085106401;-10344.318065900001;-10344.910690369999
tm_hf_11;-419.475138850000;-419.418387140600;-419.124489517100;-419.383257024300;-419.366393924500;-419.398671684200;-419.181154513700;-419.406372493000;-419.395354370000;-419.342565802700
tm_hf_12;-693.129280610000;-693.324293261000;-692.891772407000;-693.300919060200;-693.283631653500;-693.317920340100;-692.928337029800;-693.278347008600;-693.282778470000;-693.221458612100
tm_hf_13;-128.125545060000;-127.645702235300;-127.667574622600;-127.713822037200;-127.654117769300;-127.744436295400;-127.688370401700;-127.635631921300;-127.623868550000;-127.713958637400
tm_hf_14;-704.832389920000;-705.076344308000;-704.605404950800;-705.019620163500;-705.000290193400;-705.058415053800;-704.727808806700;-704.995022689700;-705.045181510000;-704.952347288400
tm_hf_15;-351.886804620000;-351.592496659300;-351.426086579300;-351.614781335000;-351.554661233900;-351.640346292100;-351.471320046700;-351.565833028300;-351.567823720000;-351.582108503800
tm_hf_16;-508.840195530000;-508.748734468300;-508.487490024700;-508.777954837200;-508.732141139600;-508.792823296900;-508.506833643600;-508.701389649900;-508.712796330000;-508.703994808600
tm_hf_17;-521.447351050000;-521.370273009600;-521.257082644100;-521.394110762700;-521.346388885700;-521.449156450500;-521.278959552900;-521.363527158700;-521.330240580000;-521.404954194700
tm_hf_18;-1211.913523640000;-1212.959969090000;-1212.679562709000;-1213.029668986000;-1212.974645237000;-1213.092827857000;-1212.592309539000;-1212.911702070600;-1212.920642350000;-1213.011113287000
tm_hf_19;-746.970186610000;-747.133727299800;-746.839128525300;-747.111381566600;-747.081615221000;-747.163038096600;-746.878802305000;-747.099613231200;-747.090196010000;-747.032120281100
tm_hf_20;-628.464104350000;-627.797109344400;-627.531998714600;-627.853599342400;-627.736383003800;-627.914884192100;-627.623736559600;-627.738704215000;-627.719522330000;-627.812058217000
tm_hf_21;-388.569143910000;-388.474292463800;-388.243348752800;-388.466477931400;-388.447108638800;-388.491773366900;-388.275741481000;-388.476073765800;-388.451968140000;-388.437106426000
tm_hf_22;-424.487799280000;-424.421123368600;-424.147582405800;-424.396472831300;-424.379061919900;-424.418641316100;-424.195255428500;-424.415431668900;-424.399708870000;-424.359732047700
tm_hf_23;-1177.117704290000;-1177.038813125000;-1176.810089134000;-1177.095059727000;-1177.045371556000;-1177.222116454000;-1176.785911115000;-1177.015100444900;-1176.997328060000;-1177.119306800000
tm_hf_24;-1064.579261600000;-1065.089374750000;-1064.798481348000;-1065.090926771000;-1065.093605324000;-1065.168344991000;-1064.766431484000;-1065.067851458300;-1065.053935220000;-1065.079314298000
tm_hf_25;-1113.287875820000;-1113.216731010000;-1112.984005268000;-1113.278135988000;-1113.214351461000;-1113.394393523000;-1112.980649901000;-1113.200202966000;-1113.164614670000;-1113.298677085000
tm_hf_26;-1512.281803590000;-1512.630354541000;-1512.288899503000;-1512.659500398000;-1512.630825542000;-1512.802333973000;-1512.246187084000;-1512.595297319000;-1512.581513520000;-1512.680080364000
tm_hf_27;-469.624172820000;-469.612191921300;-469.369726134000;-469.608652397600;-469.609403785300;-469.655566045700;-469.369398942400;-469.595587113500;-469.580886560000;-469.582475831700
tm_hf_28;-371.900162270000;-371.697194525000;-371.560168610800;-371.758221351100;-371.710036754700;-371.789945656000;-371.552671396900;-371.696524825600;-371.671530500000;-371.726698519200
tm_hf_29;-167.384734320000;-166.948765149600;-166.953914724300;-167.022727407900;-166.960414719700;-167.062395822900;-166.973497392700;-166.960529185300;-166.935478300000;-167.024278496500
tm_hf_30;-318.812453340000;-318.625814980600;-318.500708491000;-318.632129057600;-318.621916399400;-318.689391637500;-318.508084769300;-318.612037367400;-318.614140480000;-318.636268797600
tm_hf_31;-2328.921974510000;-2330.570366192000;-2329.569521287000;-2330.393749295000;-2330.425315193000;-2330.535554478000;-2329.645476369000;-2330.445540666700;-2330.480022320000;-2330.120626547000
tm_hf_32;-592.489270410000;-592.676735586100;-592.355485024800;-592.658765019200;-592.690358531400;-592.712180838200;-592.319125795100;-592.655938726100;-592.639169560000;-592.627555027900
tm_hf_33;-347.813348170000;-347.488902940400;-347.338146979400;-347.512655530500;-347.434120478300;-347.544646977500;-347.387364769000;-347.479923519700;-347.468329040000;-347.501569360300
tm_hf_34;-721.752698140000;-721.831828475600;-721.596501541500;-721.830499773500;-721.800654323900;-721.879232838700;-721.605061731900;-721.799296331700;-721.805126610000;-721.820478161100
tm_hf_35;-1243.471982740000;-1244.174915308000;-1243.907188981000;-1244.180738582000;-1244.179224417000;-1244.278966574000;-1243.851093909000;-1244.121470004500;-1244.134347150000;-1244.198314782000
tm_hf_36;-1936.143009400000;-1937.616265158000;-1936.998645743000;-1937.547592823000;-1937.601711007000;-1937.649843686000;-1936.923379756000;-1937.558423324700;-1937.552340630000;-1937.513081127000
tm_ta_1;-1474.527496720000;-1474.936687605000;-1474.729159317000;-1475.028266569000;-1474.950777232000;-1475.194427144000;-1474.717554196000;-1474.903562062000;-1474.872092980000;-1475.087816526000
tm_ta_2;-2816.493807760000;-2818.651411253000;-2817.965828852000;-2818.563188317000;-2818.685332675000;-2818.742894139000;-2817.805463504000;-2818.595380847700;-2818.572410680000;-2818.609880405000
tm_ta_3;-296.526496760000;-296.352181521600;-296.303670546200;-296.447260581800;-296.380447920100;-296.493464612800;-296.304169168700;-296.366157972300;-296.326025370000;-296.428550875200
tm_ta_4;-805.545027080000;-805.922233262000;-805.664205157200;-805.933340028400;-805.927602654100;-805.996798252400;-805.651605149400;-805.897005237100;-805.885816380000;-805.923537625900
tm_ta_5;-675.214135380000;-675.662099088700;-675.278450147400;-675.622684182400;-675.647363578400;-675.682631915400;-675.268943758500;-675.635191591100;-675.622781450000;-675.593972703200
tm_ta_6;-1314.788928710000;-1315.912754384000;-1315.224755671000;-1315.847230918000;-1315.875851898000;-1315.895419276000;-1315.219861088000;-1315.864219598900;-1315.852513240000;-1315.760035724000
tm_ta_7;-1170.311465900000;-1171.014548248000;-1170.690116734000;-1170.986228885000;-1171.022969161000;-1171.085206560000;-1170.642414773000;-1170.969320785500;-1170.976734260000;-1171.006002081000
tm_ta_8;-2289.379761890000;-2290.866455720000;-2290.283686119000;-2290.840391944000;-2290.830098407000;-2291.041020243000;-2290.259215796000;-2290.778874933200;-2290.781010800000;-2290.886085637000
tm_ta_9;-2843.639819190000;-2845.650427231000;-2844.620425401000;-2845.606460834000;-2845.670482046000;-2845.779340416000;-2844.567928213000;-2845.628805204600;-2845.650244220000;-2845.559384075000
tm_ta_10;-910.685716630000;-910.830025461700;-910.398239341900;-910.871195164800;-910.790684977700;-910.954334095900;-910.459611524700;-910.738324644700;-910.762853780000;-910.815519719600
tm_ta_11;-1569.045721460000;-1569.754456590000;-1569.329342482000;-1569.768814650000;-1569.704028495000;-1569.921782081000;-1569.364369160000;-1569.712445380700;-1569.692384710000;-1569.799984442000
tm_ta_12;-492.587019730000;-492.600142613200;-492.347816139600;-492.611659604300;-492.548156586300;-492.653052446100;-492.416950458800;-492.591088115400;-492.572628950000;-492.572339026400
tm_ta_13;-638.272038680000;-638.409111064800;-638.283684441600;-638.451467590900;-638.418157305400;-638.522656276600;-638.287488191300;-638.387989666100;-638.383308720000;-638.459089964300
tm_ta_14;-687.764301870000;-688.168444163300;-687.790620441400;-688.172050393100;-688.158607354800;-688.210827272100;-687.803881078600;-688.142216720200;-688.126852450000;-688.111352637500
tm_ta_15;-398.272523690000;-398.218108487200;-398.059432999400;-398.264981263600;-398.210571572000;-398.308581233500;-398.088518331000;-398.188482642800;-398.186658700000;-398.230630022400
tm_ta_16;-1605.489016670000;-1606.536551566000;-1606.085957885000;-1606.495650675000;-1606.528946598000;-1606.602399810000;-1606.042182040000;-1606.498439288200;-1606.486019430000;-1606.504827089000
tm_ta_17;-2829.534835890000;-2831.314076249000;-2830.691763384000;-2831.311055961000;-2831.342913431000;-2831.542016229000;-2830.577921657000;-2831.260498016800;-2831.224302440000;-2831.377286200000
tm_ta_18;-643.894227740000;-643.500429698400;-643.241603103200;-643.565616029300;-643.410336991500;-643.650950399400;-643.378185538300;-643.473122749500;-643.455393660000;-643.537567814300
tm_ta_19;-1782.556080240000;-1783.877072950000;-1783.435564424000;-1783.857167547000;-1783.888078279000;-1783.976167217000;-1783.351339001000;-1783.812835553900;-1783.823209720000;-1783.872197628000
tm_ta_20;-1766.888890420000;-1768.497529170000;-1767.748810781000;-1768.427204800000;-1768.440180220000;-1768.495390470000;-1767.719055485000;-1768.416217817200;-1768.425902790000;-1768.332127037000
tm_ta_21;-810.330064560000;-810.683469385200;-810.210101882800;-810.672142677600;-810.608942643000;-810.708576452200;-810.296967157000;-810.589317554600;-810.642597650000;-810.622245056100
tm_ta_22;-1039.688340200000;-1040.415914020000;-1039.853926695000;-1040.356447131000;-1040.309042608000;-1040.397872455000;-1039.942711028000;-1040.358166991500;-1040.349882000000;-1040.292461575000
tm_ta_23;-556.681936180000;-556.654779187800;-556.369229357200;-556.667926281200;-556.578823251800;-556.699776046900;-556.438949691400;-556.670683997600;-556.621943530000;-556.632003375600
tm_ta_24;-1535.000880710000;-1545.650554955000;-1545.906915750000;-1545.828540700000;-1545.334091620000;-1546.462872011000;-1545.836441985000;-1545.626355027200;-1545.640863500000;-1545.998334357000
tm_ta_25;-1381.700762320000;-7854.648820411000;-7854.215002478000;-7854.813563280000;-7855.191649789000;-7855.155450990000;-7854.016868487000;-7854.506498033000;-7854.490212980000;-7854.957003737000
tm_ta_26;-360.127896040000;-359.966021744400;-359.809845462400;-359.996512624500;-359.919674991100;-360.035815387900;-359.878659262000;-359.952474866000;-359.943895920000;-359.973836928800
tm_ta_27;-1310.136516110000;-1311.257295498000;-1310.381582023000;-1311.160358936000;-1311.168092090000;-1311.187139995000;-1310.476686821000;-1311.187132690900;-1311.190764140000;-1311.035590676000
tm_ta_28;-366.220928220000;-366.216501280100;-366.076726997500;-366.246124793100;-366.212051547400;-366.299691403600;-366.102917792700;-366.222806642300;-366.192985670000;-366.248891700400
tm_ta_29;-822.191095020000;-822.676248123000;-822.182748560000;-822.657417769900;-822.629850709300;-822.688548892400;-822.218381169400;-822.631105425600;-822.629150850000;-822.574811447900
tm_ta_30;-427.926434300000;-427.997932086800;-427.727415725200;-427.987714445200;-427.941693993400;-428.018032570600;-427.816235900800;-427.983763337100;-427.984953490000;-427.958708942900
tm_ta_31;-1276.441202880000;-5592.107031387000;-5591.597118481000;-5592.168323006000;-5592.465837209000;-5592.427117294000;-5591.429163150000;-5591.954869892100;-5591.980721790000;-5592.252675381000
tm_ta_32;-59.351016320000;-58.898769407100;-58.988079823100;-58.987138433400;-58.892470294900;-59.030798188200;-59.026809319500;-58.913862000300;-58.907437710000;-59.006226285400
tm_ta_33;-1612.828415430000;-1614.213089942000;-1613.463370211000;-1614.115840376000;-1614.149352912000;-1614.185285417000;-1613.470966729000;-1614.145539267500;-1614.151145220000;-1614.044263966000
tm_ta_34;-594.893753910000;-595.084918942100;-594.817912461800;-595.143463973000;-595.110255918300;-595.176218663300;-594.809910600000;-595.059435448500;-595.042411410000;-595.058982029800
tm_ta_35;-513.214548710000;-513.178040173800;-512.922724144900;-513.204477796400;-513.132799350100;-513.236393313200;-512.993399893000;-513.168285131300;-513.142579630000;-513.153615153300
tm_ta_36;-1119.577519640000;-1120.616810928000;-1119.883743308000;-1120.527416117000;-1120.564088143000;-1120.567570722000;-1119.909627352000;-1120.573562641100;-1120.562287760000;-1120.436826204000
tm_w_1;-712.758295880000;-713.172985224600;-712.747121292100;-713.152890958900;-713.081386537400;-713.194414050800;-712.844238841400;-713.173471103000;-713.130147650000;-713.102020261000
tm_w_2;-747.465198960000;-747.918914912400;-747.446417830900;-747.878489241400;-747.806290973800;-747.915063748100;-747.563933313700;-747.916943383200;-747.875309580000;-747.824140333600
tm_w_3;-2802.032383580000;-2804.717907261000;-2803.894894357000;-2804.662773037000;-2804.719664869000;-2804.828691971000;-2803.785471156000;-2804.653806294900;-2804.626153600000;-2804.634774972000
tm_w_4;-492.590845990000;-492.833378892300;-492.611721816100;-492.821578770300;-492.812638970400;-492.898728627700;-492.626314069000;-492.814219292900;-492.786981130000;-492.819080694000
tm_w_5;-2434.801598910000;-2437.129600514000;-2436.048093394000;-2436.987871855000;-2437.008063796000;-2437.068901914000;-2436.043976283000;-2437.052421987800;-2437.024648400000;-2436.796636009000
tm_w_6;-1542.521715240000;-1544.214112870000;-1543.744879019000;-1544.237649950000;-1544.219374420000;-1544.340082485000;-1543.634829950000;-1544.171976758900;-1544.147730660000;-1544.205763267000
tm_w_7;-369.451718500000;-369.381122402500;-369.234596803700;-369.420077057600;-369.321829920500;-369.474901704500;-369.328899695600;-369.344971231000;-369.352842800000;-369.399108878400
tm_w_8;-1533.035090960000;-1533.939350473000;-1533.184711991000;-1533.902695295000;-1533.772519123000;-1534.016881643000;-1533.359626010000;-1533.924719165600;-1533.856065200000;-1533.844240216000
tm_w_9;-1612.454302430000;-1613.213451585000;-1612.919197987000;-1613.297261644000;-1613.205756941000;-1613.477047455000;-1612.935233930000;-1613.193857737000;-1613.118541680000;-1613.332355175000
tm_w_10;-1612.553901670000;-1613.308522469000;-1613.024639272000;-1613.393859427000;-1613.308419733000;-1613.577495878000;-1613.039841813000;-1613.246650945000;-1613.196782870000;-1613.436843926000
tm_w_11;-1070.666871830000;-3228.282970181000;-3228.123302390000;-3228.455136723000;-3228.441226053000;-3228.698488747000;-3228.123912462000;-3228.210262795100;-3228.187841290000;-3228.545635624000
tm_w_12;-1341.923775770000;-1343.067068338000;-1342.532571258000;-1343.063189616000;-1343.028016708000;-1343.136415702000;-1342.538721199000;-1343.015652596500;-1343.008355910000;-1342.988849547000
tm_w_13;-1092.567173250000;-1093.429990899000;-1093.056321288000;-1093.440152634000;-1093.379287052000;-1093.517701866000;-1093.081149202000;-1093.393824467800;-1093.384838890000;-1093.412620562000
tm_w_14;-1044.973827430000;-1049.613881938000;-1049.479552505000;-1049.641630678000;-1049.463963591000;-1049.947222031000;-1049.440515662000;-1049.595614263700;-1049.583729870000;-1049.700700426000
tm_w_15;-521.301956590000;-521.439879107500;-521.192659557800;-521.470763673800;-521.381128084400;-521.519598955200;-521.275761172000;-521.445690732700;-521.409550670000;-521.438788660500
tm_w_16;-1196.992476560000;-1197.948741327000;-1197.584301605000;-1197.980184053000;-1197.965791614000;-1198.068498151000;-1197.544371265000;-1197.952196565700;-1197.897273090000;-1197.938259812000
tm_w_17;-1300.390477080000;-1301.036763231000;-1300.258284882000;-1300.988147062000;-1300.806462555000;-1301.082997767000;-1300.507398154000;-1300.983561393200;-1300.938391200000;-1300.915957986000
tm_w_18;-558.917798160000;-559.144022857700;-558.872298802800;-559.174161165400;-559.117508796000;-559.220817591300;-558.928260700800;-559.131368546200;-559.106060660000;-559.118945646700
tm_w_19;-1081.548564690000;-1079.958100289000;-1079.989793687000;-1080.315398369000;-1079.735179190000;-1080.714673095000;-1080.461800528000;-1079.900092239000;-1079.582340340000;-1080.456732757000
tm_w_20;-551.989554050000;-552.309415453800;-552.015528616300;-552.311580066000;-552.308153681900;-552.355691671300;-552.023252197700;-552.298338569700;-552.285777170000;-552.243000613300
tm_w_21;-815.163742910000;-815.623171613100;-815.125660690800;-815.589310583500;-815.539197391800;-815.606493334500;-815.175379691000;-815.478680954700;-815.531267850000;-815.530055040600
tm_w_22;-2826.219389710000;-2828.465135942000;-2827.805916087000;-2828.402731185000;-2828.483582519000;-2828.599006948000;-2827.679356167000;-2828.376840977400;-2828.383853900000;-2828.451990933000
tm_w_23;-524.716328910000;-524.919820654300;-524.651961165900;-524.931969532200;-524.864817812900;-524.981431518700;-524.727471157700;-524.943745182200;-524.892097810000;-524.906913969500
tm_w_24;-2682.193800430000;-2684.737273921000;-2683.938831475000;-2684.665493166000;-2684.702472155000;-2684.832746450000;-2683.874974541000;-2684.678926855700;-2684.653994120000;-2684.666699354000
tm_w_25;-2060.308599110000;-2061.868315319000;-2061.336648212000;-2061.824088401000;-2061.875411499000;-2061.967569392000;-2061.256732485000;-2061.824108292500;-2061.800645020000;-2061.842451726000
tm_w_26;-666.370270950000;-666.526690351700;-666.182358750800;-666.541668655400;-666.428010624800;-666.588841831300;-666.282237125000;-666.548408056600;-666.485532530000;-666.489422922200
tm_w_27;-1501.560179310000;-1502.560800231000;-1502.220829884000;-1502.549229106000;-1502.558190707000;-1502.675154818000;-1502.189688834000;-1502.521254179600;-1502.516166620000;-1502.581639728000
tm_w_28;-1050.509148990000;-5365.841349582000;-5365.509984490000;-5365.970791788000;-5366.173799234000;-5366.226422491000;-5365.427038776000;-5365.731981945900;-5365.724218500000;-5366.062289564000
tm_w_29;-1731.888259000000;-1733.511631145000;-1732.937186797000;-1733.476668151000;-1733.430812929000;-1733.591102003000;-1732.957077660000;-1733.366944950500;-1733.381340730000;-1733.434709701000
tm_w_30;-558.742562420000;-558.934791699900;-558.825055510800;-558.980472577700;-558.911296487500;-559.051477963400;-558.866486172900;-558.931471061700;-558.912333190000;-558.991924448000
tm_w_31;-1316.031466670000;-7789.005149096000;-7788.637578032000;-7789.190388260000;-7789.554820958000;-7789.534748715000;-7788.444451026000;-7788.821058233000;-7788.851877770000;-7789.335552349000
tm_w_32;-944.811804430000;-945.648093395900;-945.078363335300;-945.613498400100;-945.604986152800;-945.654734628400;-945.112183999600;-945.591775668900;-945.595172110000;-945.527497460300
tm_re_1;-281.823259630000;-281.896635003300;-281.862651148600;-281.957441560600;-281.947204450300;-282.050241137900;-281.879837099300;-281.901244191200;-281.906994830000;-281.992847038200
tm_re_2;-387.606543070000;-387.738460119400;-387.610873587500;-387.778574440300;-387.724473028000;-387.840426352900;-387.656888252000;-387.736442584800;-387.725125470000;-387.781220079900
tm_re_3;-478.864389850000;-479.123347944000;-478.904253737400;-479.128410751200;-479.104891653100;-479.193727126400;-478.932493685200;-479.123698301500;-479.105413610000;-479.099674463800
tm_re_4;-644.825047070000;-645.205131157800;-644.825181887800;-645.176918080800;-645.095999089700;-645.229849129200;-644.940061383200;-645.192099406100;-645.139725030000;-645.149092327300
tm_re_5;-465.095026840000;-465.344048116800;-465.150556609900;-465.333006788600;-465.313456290700;-465.418563643000;-465.172347463300;-465.333326010400;-465.307308440000;-465.343205337600
tm_re_6;-1024.649500710000;-1025.331379319000;-1025.086910037000;-1025.364562833000;-1025.286413311000;-1025.479099777000;-1025.139324405000;-1025.311318207400;-1025.286216510000;-1025.384958864000
tm_re_7;-304.204142040000;-304.115530993000;-304.023772149900;-304.165314375800;-304.050023213100;-304.225981384700;-304.130587768000;-304.079108155400;-304.078382190000;-304.158295371800
tm_re_8;-992.162696100000;-992.572784766300;-992.109983673100;-992.597142524600;-992.440727113100;-992.722065977700;-992.289146954200;-992.560797100000;-992.471081550000;-992.588322948100
tm_re_9;-1514.397091700000;-1515.409768654000;-1514.663192934000;-1515.360582343000;-1515.247836055000;-1515.477124686000;-1514.829014383000;-1515.373321634400;-1515.325605590000;-1515.305695411000
tm_re_10;-1191.797780150000;-1192.461989942000;-1191.773836245000;-1192.420041506000;-1192.275756896000;-1192.519398892000;-1191.979206553000;-1192.446952468900;-1192.371588000000;-1192.362080591000
tm_re_11;-1675.558559230000;-1676.819596693000;-1676.132931353000;-1676.787664280000;-1676.671389101000;-1676.944247258000;-1676.238911233000;-1676.759782338200;-1676.703945150000;-1676.768512490000
tm_re_12;-1542.448705050000;-1543.927433298000;-1543.413405957000;-1543.937472255000;-1543.878894681000;-1544.040499446000;-1543.405441685000;-1543.847780683800;-1543.865413570000;-1543.895241025000
tm_re_13;-723.861099560000;-724.342343734200;-723.908352180600;-724.309677679500;-724.238993663700;-724.355386894500;-724.002105143900;-724.335541372000;-724.291593630000;-724.262756763300
tm_re_14;-1035.909365760000;-1036.453176117000;-1035.948080289000;-1036.428950481000;-1036.328339723000;-1036.579543600000;-1036.067565378000;-1036.436070239700;-1036.356925230000;-1036.435923927000
tm_re_15;-763.964367890000;-764.545251557500;-764.092307836200;-764.489272090800;-764.462636826100;-764.554562466300;-764.163646277500;-764.530039679400;-764.500753290000;-764.457201218800
tm_re_16;-575.573168040000;-575.932042992700;-575.632558469700;-575.917365250200;-575.873578711500;-575.987605318300;-575.692439705600;-575.915583562000;-575.889334850000;-575.909488772500
tm_re_17;-1654.152884530000;-1659.086144094000;-1658.571946288000;-1659.097238024000;-1658.776427799000;-1659.429668023000;-1658.716680254000;-1659.042783145900;-1658.982590220000;-1659.117751756000
tm_re_18;-1202.237217330000;-1203.294019659000;-1202.874761357000;-1203.302077712000;-1203.253002742000;-1203.389563035000;-1202.869377876000;-1203.244581737200;-1203.237078270000;-1203.259978023000
tm_re_19;-1403.480445790000;-1404.244318464000;-1403.453067043000;-1404.217407563000;-1404.085907838000;-1404.277909001000;-1403.565690070000;-1404.051334118600;-1404.071212040000;-1404.141104215000
tm_re_20;-683.475269540000;-683.363287876400;-683.144623883100;-683.468062406000;-683.214453083700;-683.618340956700;-683.389496366800;-683.317235714500;-683.286085420000;-683.453727529500
tm_re_21;-989.129383100000;-989.907158799200;-989.461513256300;-989.907151264800;-989.834085209600;-989.970379914600;-989.545643263600;-989.911394463800;-989.857613320000;-989.866947470400
tm_re_22;-1447.082733360000;-1448.411760361000;-1447.947918307000;-1448.418493962000;-1448.355724185000;-1448.511180593000;-1447.939366375000;-1448.360283219000;-1448.350785830000;-1448.382895335000
